#XList	YList	IList
25.000000	-14.000000	1.951444
26.000000	-14.000000	2.395500
27.000000	-14.000000	2.138889
28.000000	-14.000000	1.598778
29.000000	-14.000000	1.390625
30.000000	-14.000000	1.464667
31.000000	-14.000000	1.328000
32.000000	-14.000000	1.091875
33.000000	-14.000000	0.919111
34.000000	-14.000000	1.005875
35.000000	-14.000000	1.644222
-35.000000	-13.000000	0.814543
-34.000000	-13.000000	0.512429
-33.000000	-13.000000	0.110375
-32.000000	-13.000000	0.297667
-31.000000	-13.000000	-0.172667
-30.000000	-13.000000	-0.264750
-29.000000	-13.000000	0.186556
-28.000000	-13.000000	0.476444
-27.000000	-13.000000	-0.099625
-26.000000	-13.000000	-0.546000
-25.000000	-13.000000	-0.110250
-24.000000	-13.000000	0.223000
-23.000000	-13.000000	0.536444
-22.000000	-13.000000	0.128750
-21.000000	-13.000000	0.169111
-20.000000	-13.000000	-0.132889
-19.000000	-13.000000	-0.127875
-18.000000	-13.000000	0.190000
-17.000000	-13.000000	0.629333
-16.000000	-13.000000	0.849750
-15.000000	-13.000000	0.375111
-14.000000	-13.000000	-0.282111
-13.000000	-13.000000	-0.360375
-12.000000	-13.000000	-0.459444
-11.000000	-13.000000	-0.480778
-10.000000	-13.000000	0.058500
-9.000000	-13.000000	0.597333
-8.000000	-13.000000	0.774111
-7.000000	-13.000000	0.727500
-6.000000	-13.000000	0.547667
-5.000000	-13.000000	0.298875
-4.000000	-13.000000	0.216111
-3.000000	-13.000000	0.516778
-2.000000	-13.000000	0.828125
-1.000000	-13.000000	0.376778
0.000000	-13.000000	0.101556
1.000000	-13.000000	-0.053750
2.000000	-13.000000	-0.013778
3.000000	-13.000000	0.564333
4.000000	-13.000000	1.357500
5.000000	-13.000000	1.459222
6.000000	-13.000000	1.627556
7.000000	-13.000000	1.304625
8.000000	-13.000000	0.697778
9.000000	-13.000000	0.888889
10.000000	-13.000000	1.018500
11.000000	-13.000000	1.071111
12.000000	-13.000000	1.647778
13.000000	-13.000000	1.730500
14.000000	-13.000000	1.667556
15.000000	-13.000000	1.870125
16.000000	-13.000000	1.711778
17.000000	-13.000000	1.419222
18.000000	-13.000000	0.863667
19.000000	-13.000000	1.359375
20.000000	-13.000000	1.722222
21.000000	-13.000000	1.535250
22.000000	-13.000000	1.255111
23.000000	-13.000000	1.388111
24.000000	-13.000000	1.318250
25.000000	-13.000000	0.969556
26.000000	-13.000000	1.375000
27.000000	-13.000000	1.770625
28.000000	-13.000000	1.483444
29.000000	-13.000000	1.831667
30.000000	-13.000000	1.818250
31.000000	-13.000000	1.050222
32.000000	-13.000000	1.229889
33.000000	-13.000000	1.289875
34.000000	-13.000000	1.549444
35.000000	-13.000000	1.583333
-35.000000	-12.000000	0.136766
-34.000000	-12.000000	0.073571
-33.000000	-12.000000	-0.267750
-32.000000	-12.000000	-0.014000
-31.000000	-12.000000	-0.121667
-30.000000	-12.000000	-0.869125
-29.000000	-12.000000	-0.168444
-28.000000	-12.000000	0.269333
-27.000000	-12.000000	0.420875
-26.000000	-12.000000	0.244778
-25.000000	-12.000000	0.175444
-24.000000	-12.000000	0.149250
-23.000000	-12.000000	0.466111
-22.000000	-12.000000	0.179500
-21.000000	-12.000000	0.510444
-20.000000	-12.000000	0.737889
-19.000000	-12.000000	0.586000
-18.000000	-12.000000	0.620667
-17.000000	-12.000000	0.622444
-16.000000	-12.000000	0.426750
-15.000000	-12.000000	0.112111
-14.000000	-12.000000	-0.251667
-13.000000	-12.000000	0.038125
-12.000000	-12.000000	0.383556
-11.000000	-12.000000	0.589333
-10.000000	-12.000000	0.189625
-9.000000	-12.000000	0.367333
-8.000000	-12.000000	0.537125
-7.000000	-12.000000	0.650222
-6.000000	-12.000000	0.643222
-5.000000	-12.000000	0.809500
-4.000000	-12.000000	0.746444
-3.000000	-12.000000	0.101444
-2.000000	-12.000000	0.257000
-1.000000	-12.000000	0.326125
0.000000	-12.000000	0.033000
1.000000	-12.000000	-0.016625
2.000000	-12.000000	0.203111
3.000000	-12.000000	0.330889
4.000000	-12.000000	0.775500
5.000000	-12.000000	0.895000
6.000000	-12.000000	1.493778
7.000000	-12.000000	1.890500
8.000000	-12.000000	1.458333
9.000000	-12.000000	1.072000
10.000000	-12.000000	0.783000
11.000000	-12.000000	0.932500
12.000000	-12.000000	1.349889
13.000000	-12.000000	1.918125
14.000000	-12.000000	1.448778
15.000000	-12.000000	1.048667
16.000000	-12.000000	1.530250
17.000000	-12.000000	1.712667
18.000000	-12.000000	1.676625
19.000000	-12.000000	1.413222
20.000000	-12.000000	1.979222
21.000000	-12.000000	1.880333
22.000000	-12.000000	1.556625
23.000000	-12.000000	0.711000
24.000000	-12.000000	0.854625
25.000000	-12.000000	1.137889
26.000000	-12.000000	1.332444
27.000000	-12.000000	0.799750
28.000000	-12.000000	0.594667
29.000000	-12.000000	0.241333
30.000000	-12.000000	0.437375
31.000000	-12.000000	0.961778
32.000000	-12.000000	1.143222
33.000000	-12.000000	1.223625
34.000000	-12.000000	1.164889
35.000000	-12.000000	1.062556
-35.000000	-11.000000	0.069684
-34.000000	-11.000000	0.021143
-33.000000	-11.000000	-0.013750
-32.000000	-11.000000	-0.008000
-31.000000	-11.000000	-0.225625
-30.000000	-11.000000	-0.146778
-29.000000	-11.000000	0.096444
-28.000000	-11.000000	0.541125
-27.000000	-11.000000	0.803778
-26.000000	-11.000000	0.476444
-25.000000	-11.000000	0.277375
-24.000000	-11.000000	0.340222
-23.000000	-11.000000	0.298875
-22.000000	-11.000000	0.198889
-21.000000	-11.000000	0.360333
-20.000000	-11.000000	0.541125
-19.000000	-11.000000	0.345444
-18.000000	-11.000000	0.694333
-17.000000	-11.000000	0.821250
-16.000000	-11.000000	0.347222
-15.000000	-11.000000	0.256889
-14.000000	-11.000000	0.418875
-13.000000	-11.000000	0.935000
-12.000000	-11.000000	0.797667
-11.000000	-11.000000	0.852500
-10.000000	-11.000000	0.713556
-9.000000	-11.000000	0.386222
-8.000000	-11.000000	0.401375
-7.000000	-11.000000	0.674556
-6.000000	-11.000000	0.848111
-5.000000	-11.000000	0.799875
-4.000000	-11.000000	0.323778
-3.000000	-11.000000	0.406333
-2.000000	-11.000000	0.060500
-1.000000	-11.000000	-0.543444
0.000000	-11.000000	0.252667
1.000000	-11.000000	0.186625
2.000000	-11.000000	0.641444
3.000000	-11.000000	0.861250
4.000000	-11.000000	1.033889
5.000000	-11.000000	1.509556
6.000000	-11.000000	1.517625
7.000000	-11.000000	1.552889
8.000000	-11.000000	1.451333
9.000000	-11.000000	0.989333
10.000000	-11.000000	0.500125
11.000000	-11.000000	0.632000
12.000000	-11.000000	0.725625
13.000000	-11.000000	0.847222
14.000000	-11.000000	0.655444
15.000000	-11.000000	0.988375
16.000000	-11.000000	1.269111
17.000000	-11.000000	1.527000
18.000000	-11.000000	1.517500
19.000000	-11.000000	1.049556
20.000000	-11.000000	0.543333
21.000000	-11.000000	0.823125
22.000000	-11.000000	1.173778
23.000000	-11.000000	1.459111
24.000000	-11.000000	1.682375
25.000000	-11.000000	2.059222
26.000000	-11.000000	1.827250
27.000000	-11.000000	1.533111
28.000000	-11.000000	1.191889
29.000000	-11.000000	0.966000
30.000000	-11.000000	0.924333
31.000000	-11.000000	1.180667
32.000000	-11.000000	1.507000
33.000000	-11.000000	1.780445
34.000000	-11.000000	1.610111
35.000000	-11.000000	1.504875
-35.000000	-10.000000	0.061617
-34.000000	-10.000000	0.401714
-33.000000	-10.000000	0.487375
-32.000000	-10.000000	0.480889
-31.000000	-10.000000	0.425750
-30.000000	-10.000000	-0.019000
-29.000000	-10.000000	-0.291556
-28.000000	-10.000000	-0.173750
-27.000000	-10.000000	-0.197222
-26.000000	-10.000000	-0.134556
-25.000000	-10.000000	0.508875
-24.000000	-10.000000	0.632111
-23.000000	-10.000000	0.184778
-22.000000	-10.000000	-0.036125
-21.000000	-10.000000	0.418444
-20.000000	-10.000000	0.350556
-19.000000	-10.000000	-0.256875
-18.000000	-10.000000	-0.080000
-17.000000	-10.000000	0.449857
-16.000000	-10.000000	0.382000
-15.000000	-10.000000	-0.012750
-14.000000	-10.000000	-0.147556
-13.000000	-10.000000	0.129333
-12.000000	-10.000000	-0.031125
-11.000000	-10.000000	0.258000
-10.000000	-10.000000	0.684111
-9.000000	-10.000000	0.685500
-8.000000	-10.000000	0.189333
-7.000000	-10.000000	0.091000
-6.000000	-10.000000	0.606625
-5.000000	-10.000000	0.732667
-4.000000	-10.000000	0.855000
-3.000000	-10.000000	0.401500
-2.000000	-10.000000	0.390778
-1.000000	-10.000000	0.459125
0.000000	-10.000000	0.675333
1.000000	-10.000000	0.102444
2.000000	-10.000000	-0.071250
3.000000	-10.000000	0.097222
4.000000	-10.000000	0.609222
5.000000	-10.000000	0.804625
6.000000	-10.000000	0.692778
7.000000	-10.000000	1.048556
8.000000	-10.000000	1.176750
9.000000	-10.000000	0.730778
10.000000	-10.000000	0.389778
11.000000	-10.000000	0.171000
12.000000	-10.000000	0.508556
13.000000	-10.000000	1.224000
14.000000	-10.000000	1.265625
15.000000	-10.000000	0.866222
16.000000	-10.000000	0.928778
17.000000	-10.000000	1.218750
18.000000	-10.000000	1.611889
19.000000	-10.000000	1.389889
20.000000	-10.000000	0.883875
21.000000	-10.000000	0.930556
22.000000	-10.000000	1.324250
23.000000	-10.000000	1.415778
24.000000	-10.000000	1.956556
25.000000	-10.000000	1.752000
26.000000	-10.000000	1.579556
27.000000	-10.000000	1.421111
28.000000	-10.000000	1.566000
29.000000	-10.000000	1.753750
30.000000	-10.000000	1.730778
31.000000	-10.000000	1.499875
32.000000	-10.000000	1.341889
33.000000	-10.000000	1.442778
34.000000	-10.000000	1.395625
35.000000	-10.000000	1.166556
-35.000000	-9.000000	-1.413787
-34.000000	-9.000000	-1.260750
-33.000000	-9.000000	-0.573250
-32.000000	-9.000000	0.046667
-31.000000	-9.000000	-0.304625
-30.000000	-9.000000	0.136333
-29.000000	-9.000000	0.474889
-28.000000	-9.000000	0.663000
-27.000000	-9.000000	0.295111
-26.000000	-9.000000	0.648625
-25.000000	-9.000000	0.598111
-24.000000	-9.000000	0.348111
-23.000000	-9.000000	0.210000
-22.000000	-9.000000	0.545000
-21.000000	-9.000000	1.046111
-20.000000	-9.000000	1.122000
-19.000000	-9.000000	0.820444
-18.000000	-9.000000	0.101667
-17.000000	-9.000000	-0.221750
-16.000000	-9.000000	0.236111
-15.000000	-9.000000	0.622444
-14.000000	-9.000000	0.711875
-13.000000	-9.000000	1.001000
-12.000000	-9.000000	1.131889
-11.000000	-9.000000	0.461000
-10.000000	-9.000000	0.674556
-9.000000	-9.000000	1.317375
-8.000000	-9.000000	1.393111
-7.000000	-9.000000	1.218667
-6.000000	-9.000000	0.742250
-5.000000	-9.000000	0.577222
-4.000000	-9.000000	0.660667
-3.000000	-9.000000	0.471750
-2.000000	-9.000000	0.689222
-1.000000	-9.000000	0.961778
0.000000	-9.000000	1.291000
1.000000	-9.000000	1.018333
2.000000	-9.000000	1.116556
3.000000	-9.000000	1.246000
4.000000	-9.000000	1.106778
5.000000	-9.000000	1.093667
6.000000	-9.000000	1.030250
7.000000	-9.000000	1.275222
8.000000	-9.000000	1.928889
9.000000	-9.000000	2.039000
10.000000	-9.000000	1.902778
11.000000	-9.000000	1.595444
12.000000	-9.000000	1.357500
13.000000	-9.000000	1.570111
14.000000	-9.000000	1.162333
15.000000	-9.000000	0.751875
16.000000	-9.000000	1.059889
17.000000	-9.000000	1.709875
18.000000	-9.000000	1.681444
19.000000	-9.000000	1.889778
20.000000	-9.000000	1.458875
21.000000	-9.000000	0.985333
22.000000	-9.000000	0.865556
23.000000	-9.000000	0.703000
24.000000	-9.000000	0.745778
25.000000	-9.000000	1.068556
26.000000	-9.000000	1.299750
27.000000	-9.000000	1.578111
28.000000	-9.000000	1.944444
29.000000	-9.000000	1.997125
30.000000	-9.000000	1.956667
31.000000	-9.000000	1.769222
32.000000	-9.000000	1.197250
33.000000	-9.000000	1.470444
34.000000	-9.000000	1.784889
35.000000	-9.000000	1.708000
-35.000000	-8.000000	0.512851
-34.000000	-8.000000	0.528250
-33.000000	-8.000000	0.407250
-32.000000	-8.000000	-0.233444
-31.000000	-8.000000	-0.452000
-30.000000	-8.000000	-0.361222
-29.000000	-8.000000	-0.315625
-28.000000	-8.000000	-0.584222
-27.000000	-8.000000	-0.020111
-26.000000	-8.000000	0.047778
-25.000000	-8.000000	-0.080250
-24.000000	-8.000000	0.424333
-23.000000	-8.000000	0.600500
-22.000000	-8.000000	0.560889
-21.000000	-8.000000	-0.205667
-20.000000	-8.000000	-0.074250
-19.000000	-8.000000	0.317667
-18.000000	-8.000000	0.049444
-17.000000	-8.000000	-0.746125
-16.000000	-8.000000	-0.409778
-15.000000	-8.000000	0.147333
-14.000000	-8.000000	0.384875
-13.000000	-8.000000	0.359333
-12.000000	-8.000000	0.433889
-11.000000	-8.000000	0.696250
-10.000000	-8.000000	0.984333
-9.000000	-8.000000	0.934778
-8.000000	-8.000000	0.672625
-7.000000	-8.000000	-0.149222
-6.000000	-8.000000	-0.304750
-5.000000	-8.000000	0.625889
-4.000000	-8.000000	0.785444
-3.000000	-8.000000	0.440111
-2.000000	-8.000000	0.591750
-1.000000	-8.000000	0.668222
0.000000	-8.000000	1.129750
1.000000	-8.000000	1.126667
2.000000	-8.000000	1.027000
3.000000	-8.000000	0.878750
4.000000	-8.000000	0.580778
5.000000	-8.000000	0.837556
6.000000	-8.000000	0.954000
7.000000	-8.000000	1.357444
8.000000	-8.000000	1.246556
9.000000	-8.000000	1.205875
10.000000	-8.000000	0.848111
11.000000	-8.000000	0.779444
12.000000	-8.000000	1.022375
13.000000	-8.000000	1.315111
14.000000	-8.000000	1.536556
15.000000	-8.000000	1.315375
16.000000	-8.000000	1.218889
17.000000	-8.000000	0.751667
18.000000	-8.000000	1.262625
19.000000	-8.000000	1.678556
20.000000	-8.000000	1.913125
21.000000	-8.000000	1.796000
22.000000	-8.000000	1.294000
23.000000	-8.000000	0.921111
24.000000	-8.000000	1.292333
25.000000	-8.000000	1.009750
26.000000	-8.000000	0.802000
27.000000	-8.000000	1.035778
28.000000	-8.000000	1.392625
29.000000	-8.000000	1.638000
30.000000	-8.000000	2.066375
31.000000	-8.000000	1.722111
32.000000	-8.000000	0.832556
33.000000	-8.000000	0.316625
34.000000	-8.000000	0.389778
35.000000	-8.000000	1.026000
-35.000000	-7.000000	-0.628151
-34.000000	-7.000000	-0.365125
-33.000000	-7.000000	0.356375
-32.000000	-7.000000	0.758667
-31.000000	-7.000000	0.290000
-30.000000	-7.000000	-0.353333
-29.000000	-7.000000	-0.526000
-28.000000	-7.000000	-0.795750
-27.000000	-7.000000	-0.578111
-26.000000	-7.000000	-0.496556
-25.000000	-7.000000	-0.316375
-24.000000	-7.000000	0.052889
-23.000000	-7.000000	-0.164889
-22.000000	-7.000000	0.232500
-21.000000	-7.000000	0.477444
-20.000000	-7.000000	-0.424556
-19.000000	-7.000000	-0.218625
-18.000000	-7.000000	-0.097111
-17.000000	-7.000000	-0.314625
-16.000000	-7.000000	0.413111
-15.000000	-7.000000	0.852222
-14.000000	-7.000000	0.428875
-13.000000	-7.000000	0.221444
-12.000000	-7.000000	0.097000
-11.000000	-7.000000	0.492250
-10.000000	-7.000000	0.460000
-9.000000	-7.000000	0.137111
-8.000000	-7.000000	-0.073375
-7.000000	-7.000000	0.126778
-6.000000	-7.000000	-0.115444
-5.000000	-7.000000	-0.001875
-4.000000	-7.000000	0.082556
-3.000000	-7.000000	0.698000
-2.000000	-7.000000	0.689500
-1.000000	-7.000000	1.028667
0.000000	-7.000000	1.165000
1.000000	-7.000000	0.927875
2.000000	-7.000000	0.283111
3.000000	-7.000000	-0.227222
4.000000	-7.000000	-0.031250
5.000000	-7.000000	0.689333
6.000000	-7.000000	1.213875
7.000000	-7.000000	0.924333
8.000000	-7.000000	0.502667
9.000000	-7.000000	0.475500
10.000000	-7.000000	0.458333
11.000000	-7.000000	0.816778
12.000000	-7.000000	1.098625
13.000000	-7.000000	1.541667
14.000000	-7.000000	1.907111
15.000000	-7.000000	2.080125
16.000000	-7.000000	1.677333
17.000000	-7.000000	1.062556
18.000000	-7.000000	0.899375
19.000000	-7.000000	1.418222
20.000000	-7.000000	1.189333
21.000000	-7.000000	1.591875
22.000000	-7.000000	1.506222
23.000000	-7.000000	1.153000
24.000000	-7.000000	1.035125
25.000000	-7.000000	0.591222
26.000000	-7.000000	0.209333
27.000000	-7.000000	0.074250
28.000000	-7.000000	0.586889
29.000000	-7.000000	1.214750
30.000000	-7.000000	1.517333
31.000000	-7.000000	1.531222
32.000000	-7.000000	0.899500
33.000000	-7.000000	0.538222
34.000000	-7.000000	0.747444
35.000000	-7.000000	1.114375
-35.000000	-6.000000	0.734149
-34.000000	-6.000000	0.546857
-33.000000	-6.000000	-0.022500
-32.000000	-6.000000	-0.092000
-31.000000	-6.000000	0.024500
-30.000000	-6.000000	0.201333
-29.000000	-6.000000	0.398375
-28.000000	-6.000000	0.569556
-27.000000	-6.000000	0.157889
-26.000000	-6.000000	-0.098625
-25.000000	-6.000000	-0.100556
-24.000000	-6.000000	-0.512222
-23.000000	-6.000000	-0.403375
-22.000000	-6.000000	-0.304667
-21.000000	-6.000000	-0.381889
-20.000000	-6.000000	-0.544750
-19.000000	-6.000000	-0.356889
-18.000000	-6.000000	0.187444
-17.000000	-6.000000	0.002750
-16.000000	-6.000000	0.573000
-15.000000	-6.000000	0.258750
-14.000000	-6.000000	0.220444
-13.000000	-6.000000	-0.036333
-12.000000	-6.000000	0.056556
-11.000000	-6.000000	0.325125
-10.000000	-6.000000	0.381333
-9.000000	-6.000000	-0.032375
-8.000000	-6.000000	-0.206556
-7.000000	-6.000000	0.009444
-6.000000	-6.000000	0.009500
-5.000000	-6.000000	-0.273556
-4.000000	-6.000000	-0.316889
-3.000000	-6.000000	0.022500
-2.000000	-6.000000	0.367222
-1.000000	-6.000000	0.435000
0.000000	-6.000000	0.577125
1.000000	-6.000000	0.832222
2.000000	-6.000000	0.934111
3.000000	-6.000000	0.817375
4.000000	-6.000000	0.563444
5.000000	-6.000000	0.373444
6.000000	-6.000000	0.948125
7.000000	-6.000000	1.058111
8.000000	-6.000000	0.623222
9.000000	-6.000000	0.000125
10.000000	-6.000000	0.216222
11.000000	-6.000000	0.722222
12.000000	-6.000000	0.816375
13.000000	-6.000000	0.735333
14.000000	-6.000000	1.131222
15.000000	-6.000000	1.648375
16.000000	-6.000000	1.464333
17.000000	-6.000000	1.439500
18.000000	-6.000000	0.861222
19.000000	-6.000000	1.104111
20.000000	-6.000000	1.124875
21.000000	-6.000000	0.997333
22.000000	-6.000000	1.671667
23.000000	-6.000000	1.645500
24.000000	-6.000000	0.932333
25.000000	-6.000000	0.591111
26.000000	-6.000000	0.280375
27.000000	-6.000000	0.232778
28.000000	-6.000000	0.858444
29.000000	-6.000000	1.243250
30.000000	-6.000000	1.202444
31.000000	-6.000000	0.745778
32.000000	-6.000000	0.526250
33.000000	-6.000000	0.461556
34.000000	-6.000000	0.646667
35.000000	-6.000000	0.818375
-35.000000	-5.000000	0.835117
-34.000000	-5.000000	0.705429
-33.000000	-5.000000	0.402778
-32.000000	-5.000000	0.051625
-31.000000	-5.000000	0.184889
-30.000000	-5.000000	0.248125
-29.000000	-5.000000	0.842889
-28.000000	-5.000000	1.095556
-27.000000	-5.000000	0.486500
-26.000000	-5.000000	0.188556
-25.000000	-5.000000	-0.115444
-24.000000	-5.000000	-0.606250
-23.000000	-5.000000	-0.882000
-22.000000	-5.000000	-0.426333
-21.000000	-5.000000	-0.692375
-20.000000	-5.000000	-0.513000
-19.000000	-5.000000	-0.203889
-18.000000	-5.000000	0.398375
-17.000000	-5.000000	0.987778
-16.000000	-5.000000	0.579778
-15.000000	-5.000000	0.127875
-14.000000	-5.000000	-0.223111
-13.000000	-5.000000	-0.628750
-12.000000	-5.000000	-0.403667
-11.000000	-5.000000	0.022556
-10.000000	-5.000000	0.149333
-9.000000	-5.000000	0.345625
-8.000000	-5.000000	0.200556
-7.000000	-5.000000	0.512222
-6.000000	-5.000000	0.606500
-5.000000	-5.000000	0.664889
-4.000000	-5.000000	0.522375
-3.000000	-5.000000	0.798667
-2.000000	-5.000000	1.286444
-1.000000	-5.000000	1.324250
0.000000	-5.000000	0.836778
1.000000	-5.000000	0.233556
2.000000	-5.000000	0.219875
3.000000	-5.000000	-0.032222
4.000000	-5.000000	0.368778
5.000000	-5.000000	0.557625
6.000000	-5.000000	0.777667
7.000000	-5.000000	0.324778
8.000000	-5.000000	0.670000
9.000000	-5.000000	0.431333
10.000000	-5.000000	0.283889
11.000000	-5.000000	0.078875
12.000000	-5.000000	0.184111
13.000000	-5.000000	0.339875
14.000000	-5.000000	0.958222
15.000000	-5.000000	1.619000
16.000000	-5.000000	1.576444
17.000000	-5.000000	1.608444
18.000000	-5.000000	1.311500
19.000000	-5.000000	0.568556
20.000000	-5.000000	0.243000
21.000000	-5.000000	0.668333
22.000000	-5.000000	0.975778
23.000000	-5.000000	0.907111
24.000000	-5.000000	1.057375
25.000000	-5.000000	1.313333
26.000000	-5.000000	1.176875
27.000000	-5.000000	0.623222
28.000000	-5.000000	0.410667
29.000000	-5.000000	0.527125
30.000000	-5.000000	0.661556
31.000000	-5.000000	0.979222
32.000000	-5.000000	0.693375
33.000000	-5.000000	0.505111
34.000000	-5.000000	0.349889
35.000000	-5.000000	0.166000
-35.000000	-4.000000	0.315151
-34.000000	-4.000000	0.336875
-33.000000	-4.000000	-0.025375
-32.000000	-4.000000	-0.351667
-31.000000	-4.000000	-0.280375
-30.000000	-4.000000	0.096333
-29.000000	-4.000000	-0.103222
-28.000000	-4.000000	-0.134500
-27.000000	-4.000000	-0.347222
-26.000000	-4.000000	-0.849778
-25.000000	-4.000000	-0.906125
-24.000000	-4.000000	-0.969556
-23.000000	-4.000000	-0.290778
-22.000000	-4.000000	0.123125
-21.000000	-4.000000	-0.180556
-20.000000	-4.000000	-0.194556
-19.000000	-4.000000	-0.456125
-18.000000	-4.000000	-0.247667
-17.000000	-4.000000	0.251000
-16.000000	-4.000000	0.515556
-15.000000	-4.000000	-0.006750
-14.000000	-4.000000	0.254444
-13.000000	-4.000000	0.329889
-12.000000	-4.000000	0.006875
-11.000000	-4.000000	-0.099778
-10.000000	-4.000000	0.272556
-9.000000	-4.000000	0.437625
-8.000000	-4.000000	0.560778
-7.000000	-4.000000	0.994000
-6.000000	-4.000000	0.673875
-5.000000	-4.000000	0.381889
-4.000000	-4.000000	0.069222
-3.000000	-4.000000	0.365125
-2.000000	-4.000000	0.966000
-1.000000	-4.000000	1.130111
0.000000	-4.000000	1.626000
1.000000	-4.000000	1.636333
2.000000	-4.000000	1.305750
3.000000	-4.000000	0.946000
4.000000	-4.000000	0.847222
5.000000	-4.000000	0.623875
6.000000	-4.000000	0.482667
7.000000	-4.000000	1.112889
8.000000	-4.000000	1.657250
9.000000	-4.000000	1.712556
10.000000	-4.000000	1.271667
11.000000	-4.000000	0.795875
12.000000	-4.000000	0.397556
13.000000	-4.000000	0.599778
14.000000	-4.000000	0.639500
15.000000	-4.000000	1.475667
16.000000	-4.000000	1.251000
17.000000	-4.000000	1.457875
18.000000	-4.000000	1.525111
19.000000	-4.000000	1.356000
20.000000	-4.000000	0.573125
21.000000	-4.000000	0.908111
22.000000	-4.000000	1.202333
23.000000	-4.000000	1.425875
24.000000	-4.000000	1.027889
25.000000	-4.000000	0.527250
26.000000	-4.000000	0.356778
27.000000	-4.000000	0.138750
28.000000	-4.000000	0.293000
29.000000	-4.000000	0.129222
30.000000	-4.000000	-0.532222
31.000000	-4.000000	-0.001875
32.000000	-4.000000	0.514667
33.000000	-4.000000	0.775333
34.000000	-4.000000	0.954125
35.000000	-4.000000	0.492111
-35.000000	-3.000000	-0.255553
-34.000000	-3.000000	-0.181857
-33.000000	-3.000000	-0.152778
-32.000000	-3.000000	-0.020625
-31.000000	-3.000000	0.268000
-30.000000	-3.000000	0.198778
-29.000000	-3.000000	-0.068250
-28.000000	-3.000000	0.203889
-27.000000	-3.000000	0.600667
-26.000000	-3.000000	0.387500
-25.000000	-3.000000	-0.310889
-24.000000	-3.000000	-0.223000
-23.000000	-3.000000	0.238250
-22.000000	-3.000000	0.494778
-21.000000	-3.000000	0.591875
-20.000000	-3.000000	0.804700
-19.000000	-3.000000	0.569250
-18.000000	-3.000000	-0.422778
-17.000000	-3.000000	-0.419333
-16.000000	-3.000000	-0.128875
-15.000000	-3.000000	0.030333
-14.000000	-3.000000	0.518111
-13.000000	-3.000000	0.588875
-12.000000	-3.000000	0.174667
-11.000000	-3.000000	0.017333
-10.000000	-3.000000	0.282111
-9.000000	-3.000000	0.698250
-8.000000	-3.000000	1.096333
-7.000000	-3.000000	0.903667
-6.000000	-3.000000	0.684625
-5.000000	-3.000000	0.934000
-4.000000	-3.000000	1.228333
-3.000000	-3.000000	1.338875
-2.000000	-3.000000	1.455000
-1.000000	-3.000000	1.442889
0.000000	-3.000000	1.477750
1.000000	-3.000000	1.224778
2.000000	-3.000000	0.700444
3.000000	-3.000000	0.595625
4.000000	-3.000000	0.604333
5.000000	-3.000000	0.155333
6.000000	-3.000000	-0.081125
7.000000	-3.000000	0.013889
8.000000	-3.000000	0.298667
9.000000	-3.000000	0.953250
10.000000	-3.000000	1.490444
11.000000	-3.000000	1.587556
12.000000	-3.000000	1.066500
13.000000	-3.000000	0.713556
14.000000	-3.000000	0.065375
15.000000	-3.000000	0.709111
16.000000	-3.000000	0.990333
17.000000	-3.000000	1.099750
18.000000	-3.000000	0.933111
19.000000	-3.000000	1.137111
20.000000	-3.000000	1.425750
21.000000	-3.000000	1.866444
22.000000	-3.000000	1.907889
23.000000	-3.000000	1.354500
24.000000	-3.000000	1.204889
25.000000	-3.000000	1.532111
26.000000	-3.000000	2.129000
27.000000	-3.000000	1.791556
28.000000	-3.000000	1.135000
29.000000	-3.000000	0.874111
30.000000	-3.000000	0.620667
31.000000	-3.000000	0.395000
32.000000	-3.000000	0.161250
33.000000	-3.000000	0.918444
34.000000	-3.000000	0.844750
35.000000	-3.000000	0.144222
-35.000000	-2.000000	0.138649
-34.000000	-2.000000	-0.006750
-33.000000	-2.000000	0.193125
-32.000000	-2.000000	0.530333
-31.000000	-2.000000	0.727625
-30.000000	-2.000000	0.695444
-29.000000	-2.000000	0.390000
-28.000000	-2.000000	0.285250
-27.000000	-2.000000	0.378333
-26.000000	-2.000000	0.137889
-25.000000	-2.000000	0.355375
-24.000000	-2.000000	0.131111
-23.000000	-2.000000	-0.304625
-22.000000	-2.000000	-0.604222
-21.000000	-2.000000	-1.057222
-20.000000	-2.000000	-0.930625
-19.000000	-2.000000	-0.355000
-18.000000	-2.000000	-0.185667
-17.000000	-2.000000	0.034375
-16.000000	-2.000000	0.126000
-15.000000	-2.000000	0.147556
-14.000000	-2.000000	-0.040125
-13.000000	-2.000000	0.410778
-12.000000	-2.000000	0.266778
-11.000000	-2.000000	-0.215875
-10.000000	-2.000000	-0.005222
-9.000000	-2.000000	-0.140750
-8.000000	-2.000000	-0.226444
-7.000000	-2.000000	0.315889
-6.000000	-2.000000	0.937667
-5.000000	-2.000000	1.122125
-4.000000	-2.000000	1.606111
-3.000000	-2.000000	1.782250
-2.000000	-2.000000	1.254333
-1.000000	-2.000000	0.757000
0.000000	-2.000000	0.939500
1.000000	-2.000000	0.702333
2.000000	-2.000000	0.539111
3.000000	-2.000000	0.867250
4.000000	-2.000000	0.835889
5.000000	-2.000000	0.102222
6.000000	-2.000000	0.167000
7.000000	-2.000000	0.256111
8.000000	-2.000000	-0.219667
9.000000	-2.000000	-0.205000
10.000000	-2.000000	0.524333
11.000000	-2.000000	1.015667
