#XList	YList	IList
-10.000000	-22.000000	0.111111
-9.000000	-22.000000	0.261222
-8.000000	-22.000000	0.165125
-7.000000	-22.000000	0.347222
-6.000000	-22.000000	0.812500
-5.000000	-22.000000	0.829667
-4.000000	-22.000000	0.718667
-3.000000	-22.000000	0.480889
-2.000000	-22.000000	1.023375
-1.000000	-22.000000	1.210778
0.000000	-22.000000	1.079111
1.000000	-22.000000	0.432625
2.000000	-22.000000	-0.087778
3.000000	-22.000000	0.517500
4.000000	-22.000000	0.967778
5.000000	-22.000000	1.236222
6.000000	-22.000000	1.358375
7.000000	-22.000000	1.437444
8.000000	-22.000000	1.255333
9.000000	-22.000000	1.216875
10.000000	-22.000000	0.983444
11.000000	-22.000000	0.761333
12.000000	-22.000000	0.693250
13.000000	-22.000000	1.072889
14.000000	-22.000000	1.667444
15.000000	-22.000000	1.881750
16.000000	-22.000000	1.676333
17.000000	-22.000000	1.906889
18.000000	-22.000000	1.998000
19.000000	-22.000000	1.873333
20.000000	-22.000000	1.498875
21.000000	-22.000000	1.458333
22.000000	-22.000000	1.547778
23.000000	-22.000000	1.630333
24.000000	-22.000000	1.345625
25.000000	-22.000000	1.007778
26.000000	-22.000000	1.158125
27.000000	-22.000000	1.229222
28.000000	-22.000000	1.658111
29.000000	-22.000000	1.754000
30.000000	-22.000000	1.745667
31.000000	-22.000000	1.404444
32.000000	-22.000000	1.045875
33.000000	-22.000000	1.283889
34.000000	-22.000000	1.638000
35.000000	-22.000000	1.357375
-35.000000	-21.000000	0.250935
-34.000000	-21.000000	-0.008750
-33.000000	-21.000000	-0.145500
-32.000000	-21.000000	0.010333
-31.000000	-21.000000	0.461125
-30.000000	-21.000000	0.430556
-29.000000	-21.000000	0.083333
-28.000000	-21.000000	-0.213000
-27.000000	-21.000000	0.272556
-26.000000	-21.000000	0.929667
-25.000000	-21.000000	1.002000
-24.000000	-21.000000	0.776889
-23.000000	-21.000000	0.466111
-22.000000	-21.000000	0.355375
-21.000000	-21.000000	0.586000
-20.000000	-21.000000	0.641444
-19.000000	-21.000000	0.485250
-18.000000	-21.000000	0.298778
-17.000000	-21.000000	0.759444
-16.000000	-21.000000	0.625000
-15.000000	-21.000000	0.401778
-14.000000	-21.000000	0.063444
-13.000000	-21.000000	-0.052625
-12.000000	-21.000000	-0.286444
-11.000000	-21.000000	-0.137111
-10.000000	-21.000000	0.314500
-9.000000	-21.000000	0.981111
-8.000000	-21.000000	0.989250
-7.000000	-21.000000	0.883667
-6.000000	-21.000000	0.879333
-5.000000	-21.000000	0.754000
-4.000000	-21.000000	0.967889
-3.000000	-21.000000	0.640667
-2.000000	-21.000000	0.791000
-1.000000	-21.000000	0.966333
0.000000	-21.000000	1.019000
1.000000	-21.000000	1.425750
2.000000	-21.000000	1.250778
3.000000	-21.000000	1.399222
4.000000	-21.000000	1.318500
5.000000	-21.000000	1.077222
6.000000	-21.000000	0.892222
7.000000	-21.000000	0.970750
8.000000	-21.000000	1.001000
9.000000	-21.000000	0.809500
10.000000	-21.000000	0.736889
11.000000	-21.000000	1.008778
12.000000	-21.000000	1.117111
13.000000	-21.000000	1.315250
14.000000	-21.000000	1.390556
15.000000	-21.000000	1.645500
16.000000	-21.000000	1.905445
17.000000	-21.000000	1.685000
18.000000	-21.000000	1.424875
19.000000	-21.000000	1.257889
20.000000	-21.000000	1.392444
21.000000	-21.000000	1.666250
22.000000	-21.000000	1.616444
23.000000	-21.000000	1.159778
24.000000	-21.000000	1.126750
25.000000	-21.000000	1.029556
26.000000	-21.000000	0.881111
27.000000	-21.000000	0.684625
28.000000	-21.000000	0.739556
29.000000	-21.000000	0.507667
30.000000	-21.000000	0.552750
31.000000	-21.000000	1.348111
32.000000	-21.000000	1.534667
33.000000	-21.000000	1.209000
34.000000	-21.000000	1.442667
35.000000	-21.000000	1.624000
-35.000000	-20.000000	1.385096
-34.000000	-20.000000	1.155286
-33.000000	-20.000000	0.290889
-32.000000	-20.000000	-0.435625
-31.000000	-20.000000	-0.413000
-30.000000	-20.000000	0.116250
-29.000000	-20.000000	0.711889
-28.000000	-20.000000	0.843667
-27.000000	-20.000000	0.261222
-26.000000	-20.000000	0.736889
-25.000000	-20.000000	0.822125
-24.000000	-20.000000	0.775222
-23.000000	-20.000000	0.346625
-22.000000	-20.000000	0.312444
-21.000000	-20.000000	0.184111
-20.000000	-20.000000	-0.047875
-19.000000	-20.000000	-0.322111
-18.000000	-20.000000	0.214444
-17.000000	-20.000000	0.609500
-16.000000	-20.000000	0.851556
-15.000000	-20.000000	1.163222
-14.000000	-20.000000	1.391500
-13.000000	-20.000000	1.572889
-12.000000	-20.000000	1.118889
-11.000000	-20.000000	0.256875
-10.000000	-20.000000	-0.402778
-9.000000	-20.000000	-0.627667
-8.000000	-20.000000	-0.600750
-7.000000	-20.000000	-0.071889
-6.000000	-20.000000	0.296889
-5.000000	-20.000000	0.546750
-4.000000	-20.000000	0.301222
-3.000000	-20.000000	0.158111
-2.000000	-20.000000	0.150375
-1.000000	-20.000000	0.198111
0.000000	-20.000000	0.195111
1.000000	-20.000000	0.496125
2.000000	-20.000000	0.678889
3.000000	-20.000000	1.392625
4.000000	-20.000000	1.418555
5.000000	-20.000000	1.058889
6.000000	-20.000000	0.718875
7.000000	-20.000000	0.921111
8.000000	-20.000000	1.371444
9.000000	-20.000000	1.126000
10.000000	-20.000000	1.209111
11.000000	-20.000000	1.447000
12.000000	-20.000000	1.683625
13.000000	-20.000000	1.862000
14.000000	-20.000000	1.500889
15.000000	-20.000000	1.025625
16.000000	-20.000000	1.085889
17.000000	-20.000000	0.880222
18.000000	-20.000000	0.813500
19.000000	-20.000000	0.895778
20.000000	-20.000000	1.470875
21.000000	-20.000000	1.735222
22.000000	-20.000000	1.659667
23.000000	-20.000000	1.384667
24.000000	-20.000000	1.124000
25.000000	-20.000000	1.015667
26.000000	-20.000000	1.050000
27.000000	-20.000000	1.374000
28.000000	-20.000000	1.295889
29.000000	-20.000000	1.085000
30.000000	-20.000000	1.441889
31.000000	-20.000000	1.436778
32.000000	-20.000000	1.572250
33.000000	-20.000000	1.445444
34.000000	-20.000000	1.434778
35.000000	-20.000000	1.068250
-35.000000	-19.000000	0.217947
-34.000000	-19.000000	0.353750
-33.000000	-19.000000	0.106375
-32.000000	-19.000000	-0.384167
-31.000000	-19.000000	-0.653667
-30.000000	-19.000000	-0.130333
-29.000000	-19.000000	0.145500
-28.000000	-19.000000	0.388778
-27.000000	-19.000000	0.073667
-26.000000	-19.000000	-0.391750
-25.000000	-19.000000	-0.284778
-24.000000	-19.000000	0.381889
-23.000000	-19.000000	0.498250
-22.000000	-19.000000	0.213556
-21.000000	-19.000000	0.281375
-20.000000	-19.000000	0.003444
-19.000000	-19.000000	0.338556
-18.000000	-19.000000	0.458333
-17.000000	-19.000000	0.702125
-16.000000	-19.000000	1.005444
-15.000000	-19.000000	0.725556
-14.000000	-19.000000	-0.153125
-13.000000	-19.000000	-0.603625
-12.000000	-19.000000	-0.835111
-11.000000	-19.000000	-0.627000
-10.000000	-19.000000	-0.332667
-9.000000	-19.000000	0.340111
-8.000000	-19.000000	0.689111
-7.000000	-19.000000	1.104500
-6.000000	-19.000000	1.427889
-5.000000	-19.000000	1.243000
-4.000000	-19.000000	1.346333
-3.000000	-19.000000	1.338556
-2.000000	-19.000000	1.030125
-1.000000	-19.000000	1.074667
0.000000	-19.000000	1.315222
1.000000	-19.000000	1.335875
2.000000	-19.000000	1.235222
3.000000	-19.000000	1.193556
4.000000	-19.000000	1.034125
5.000000	-19.000000	0.544111
6.000000	-19.000000	0.508000
7.000000	-19.000000	0.706125
8.000000	-19.000000	0.577222
9.000000	-19.000000	0.749111
10.000000	-19.000000	0.771500
11.000000	-19.000000	0.498222
12.000000	-19.000000	0.566889
13.000000	-19.000000	0.753875
14.000000	-19.000000	1.126667
15.000000	-19.000000	1.612111
16.000000	-19.000000	1.693500
17.000000	-19.000000	1.451333
18.000000	-19.000000	0.829889
19.000000	-19.000000	0.478500
20.000000	-19.000000	0.947667
21.000000	-19.000000	1.657250
22.000000	-19.000000	1.843889
23.000000	-19.000000	1.717222
24.000000	-19.000000	1.488250
25.000000	-19.000000	1.059889
26.000000	-19.000000	0.938556
27.000000	-19.000000	1.020375
28.000000	-19.000000	0.823778
29.000000	-19.000000	1.336778
30.000000	-19.000000	1.751750
31.000000	-19.000000	1.989667
32.000000	-19.000000	1.908778
33.000000	-19.000000	1.354625
34.000000	-19.000000	0.841889
35.000000	-19.000000	1.000667
-35.000000	-18.000000	-0.900649
-34.000000	-18.000000	-0.666875
-33.000000	-18.000000	-0.370125
-32.000000	-18.000000	-0.017625
-31.000000	-18.000000	0.268000
-30.000000	-18.000000	0.191111
-29.000000	-18.000000	-0.281250
-28.000000	-18.000000	-0.595667
-27.000000	-18.000000	-0.322667
-26.000000	-18.000000	0.223500
-25.000000	-18.000000	0.487889
-24.000000	-18.000000	1.002556
-23.000000	-18.000000	1.234625
-22.000000	-18.000000	1.044222
-21.000000	-18.000000	0.731889
-20.000000	-18.000000	0.918000
-19.000000	-18.000000	0.761222
-18.000000	-18.000000	0.974375
-17.000000	-18.000000	0.646667
-16.000000	-18.000000	0.185667
-15.000000	-18.000000	0.435889
-14.000000	-18.000000	0.459500
-13.000000	-18.000000	0.594556
-12.000000	-18.000000	0.637625
-11.000000	-18.000000	0.040556
-10.000000	-18.000000	0.542333
-9.000000	-18.000000	0.964750
-8.000000	-18.000000	1.098889
-7.000000	-18.000000	0.792556
-6.000000	-18.000000	0.619125
-5.000000	-18.000000	0.802889
-4.000000	-18.000000	0.743000
-3.000000	-18.000000	1.382875
-2.000000	-18.000000	1.850667
-1.000000	-18.000000	1.684625
0.000000	-18.000000	0.844778
1.000000	-18.000000	0.509556
2.000000	-18.000000	0.381889
3.000000	-18.000000	0.588000
4.000000	-18.000000	0.789889
5.000000	-18.000000	0.796000
6.000000	-18.000000	0.835889
7.000000	-18.000000	1.203111
8.000000	-18.000000	1.146375
9.000000	-18.000000	1.341111
10.000000	-18.000000	1.454000
11.000000	-18.000000	1.564222
12.000000	-18.000000	1.481750
13.000000	-18.000000	1.424556
14.000000	-18.000000	1.668444
15.000000	-18.000000	1.175875
16.000000	-18.000000	0.773556
17.000000	-18.000000	0.506750
18.000000	-18.000000	0.659889
19.000000	-18.000000	1.757889
20.000000	-18.000000	2.046750
21.000000	-18.000000	1.750889
22.000000	-18.000000	1.836778
23.000000	-18.000000	2.031500
24.000000	-18.000000	1.802111
25.000000	-18.000000	1.463667
26.000000	-18.000000	1.111375
27.000000	-18.000000	1.168444
28.000000	-18.000000	1.444333
29.000000	-18.000000	1.402375
30.000000	-18.000000	1.597111
31.000000	-18.000000	1.051875
32.000000	-18.000000	0.553778
33.000000	-18.000000	0.451333
34.000000	-18.000000	0.749889
35.000000	-18.000000	0.885875
-35.000000	-17.000000	0.468809
-34.000000	-17.000000	0.417143
-33.000000	-17.000000	0.241125
-32.000000	-17.000000	-0.025111
-31.000000	-17.000000	-0.245125
-30.000000	-17.000000	-0.028667
-29.000000	-17.000000	0.500778
-28.000000	-17.000000	0.567375
-27.000000	-17.000000	-0.159000
-26.000000	-17.000000	-0.137222
-25.000000	-17.000000	0.041000
-24.000000	-17.000000	0.516444
-23.000000	-17.000000	0.476556
-22.000000	-17.000000	0.431750
-21.000000	-17.000000	0.620778
-20.000000	-17.000000	0.346444
-19.000000	-17.000000	0.015750
-18.000000	-17.000000	0.463556
-17.000000	-17.000000	0.952222
-16.000000	-17.000000	1.077222
-15.000000	-17.000000	0.758750
-14.000000	-17.000000	0.771889
-13.000000	-17.000000	0.939111
-12.000000	-17.000000	1.010750
-11.000000	-17.000000	0.409778
-10.000000	-17.000000	0.368778
-9.000000	-17.000000	0.810500
-8.000000	-17.000000	0.471444
-7.000000	-17.000000	0.406222
-6.000000	-17.000000	0.232500
-5.000000	-17.000000	0.140667
-4.000000	-17.000000	-0.261333
-3.000000	-17.000000	0.280250
-2.000000	-17.000000	0.861000
-1.000000	-17.000000	0.551333
0.000000	-17.000000	0.101875
1.000000	-17.000000	0.495667
2.000000	-17.000000	1.090333
3.000000	-17.000000	1.204250
4.000000	-17.000000	1.335889
5.000000	-17.000000	1.397500
6.000000	-17.000000	1.351667
7.000000	-17.000000	1.040667
8.000000	-17.000000	0.473625
9.000000	-17.000000	0.381111
10.000000	-17.000000	0.749222
11.000000	-17.000000	1.339556
12.000000	-17.000000	1.547000
13.000000	-17.000000	1.595444
14.000000	-17.000000	1.248125
15.000000	-17.000000	0.861222
16.000000	-17.000000	1.461889
17.000000	-17.000000	1.695375
18.000000	-17.000000	1.338000
19.000000	-17.000000	1.459222
20.000000	-17.000000	1.015625
21.000000	-17.000000	1.306444
22.000000	-17.000000	1.618333
23.000000	-17.000000	1.983375
24.000000	-17.000000	2.020778
25.000000	-17.000000	2.209222
26.000000	-17.000000	1.954125
27.000000	-17.000000	1.436667
28.000000	-17.000000	1.168000
29.000000	-17.000000	0.921778
30.000000	-17.000000	0.934000
31.000000	-17.000000	1.177875
32.000000	-17.000000	1.481889
33.000000	-17.000000	1.815000
34.000000	-17.000000	1.509750
35.000000	-17.000000	0.880111
-35.000000	-16.000000	0.786117
-34.000000	-16.000000	0.810625
-33.000000	-16.000000	0.597625
-32.000000	-16.000000	0.385500
-31.000000	-16.000000	-0.230111
-30.000000	-16.000000	-0.619778
-29.000000	-16.000000	-0.527250
-28.000000	-16.000000	-0.187444
-27.000000	-16.000000	0.160444
-26.000000	-16.000000	0.191375
-25.000000	-16.000000	0.333333
-24.000000	-16.000000	0.303778
-23.000000	-16.000000	0.206556
-22.000000	-16.000000	-0.127000
-21.000000	-16.000000	-0.316778
-20.000000	-16.000000	-0.159667
-19.000000	-16.000000	0.546750
-18.000000	-16.000000	1.092778
-17.000000	-16.000000	1.154556
-16.000000	-16.000000	0.746125
-15.000000	-16.000000	0.354111
-14.000000	-16.000000	0.465222
-13.000000	-16.000000	0.759875
-12.000000	-16.000000	1.154667
-11.000000	-16.000000	1.264889
-10.000000	-16.000000	1.130875
-9.000000	-16.000000	0.467889
-8.000000	-16.000000	0.032222
-7.000000	-16.000000	0.388625
-6.000000	-16.000000	0.651000
-5.000000	-16.000000	0.732667
-4.000000	-16.000000	-0.025375
-3.000000	-16.000000	-0.560667
-2.000000	-16.000000	-0.522500
-1.000000	-16.000000	-0.692889
0.000000	-16.000000	-0.375889
1.000000	-16.000000	0.401500
2.000000	-16.000000	1.196333
3.000000	-16.000000	1.557222
4.000000	-16.000000	1.626000
5.000000	-16.000000	1.092000
6.000000	-16.000000	0.644889
7.000000	-16.000000	1.049750
8.000000	-16.000000	1.163111
9.000000	-16.000000	1.193778
10.000000	-16.000000	1.111222
11.000000	-16.000000	0.826125
12.000000	-16.000000	0.875000
13.000000	-16.000000	1.365444
14.000000	-16.000000	1.547750
15.000000	-16.000000	1.184889
16.000000	-16.000000	1.130222
17.000000	-16.000000	1.519625
18.000000	-16.000000	1.757778
19.000000	-16.000000	1.867111
20.000000	-16.000000	1.739375
21.000000	-16.000000	1.468778
22.000000	-16.000000	1.379333
23.000000	-16.000000	1.715875
24.000000	-16.000000	1.904667
25.000000	-16.000000	1.737667
26.000000	-16.000000	1.672875
27.000000	-16.000000	1.705000
28.000000	-16.000000	1.470444
29.000000	-16.000000	1.013750
30.000000	-16.000000	1.381000
31.000000	-16.000000	1.885625
32.000000	-16.000000	2.118778
33.000000	-16.000000	2.081556
34.000000	-16.000000	2.008875
35.000000	-16.000000	1.327222
-35.000000	-15.000000	1.045915
-34.000000	-15.000000	0.772429
-33.000000	-15.000000	0.326444
-32.000000	-15.000000	0.574125
-31.000000	-15.000000	0.618111
-30.000000	-15.000000	0.201250
-29.000000	-15.000000	0.099889
-28.000000	-15.000000	0.683889
-27.000000	-15.000000	0.723750
-26.000000	-15.000000	0.007778
-25.000000	-15.000000	0.260333
-24.000000	-15.000000	0.781250
-23.000000	-15.000000	1.007778
-22.000000	-15.000000	1.102444
-21.000000	-15.000000	0.681500
-20.000000	-15.000000	0.403556
-19.000000	-15.000000	0.155444
-18.000000	-15.000000	0.555750
-17.000000	-15.000000	0.828111
-16.000000	-15.000000	0.766333
-15.000000	-15.000000	0.052625
-14.000000	-15.000000	0.043444
-13.000000	-15.000000	0.549625
-12.000000	-15.000000	0.655333
-11.000000	-15.000000	0.793222
-10.000000	-15.000000	0.815625
-9.000000	-15.000000	0.099889
-8.000000	-15.000000	-0.335000
-7.000000	-15.000000	-0.417125
-6.000000	-15.000000	0.022556
-5.000000	-15.000000	-0.027889
-4.000000	-15.000000	-0.171875
-3.000000	-15.000000	-0.189333
-2.000000	-15.000000	-0.157111
-1.000000	-15.000000	0.241250
0.000000	-15.000000	0.654444
1.000000	-15.000000	1.085111
2.000000	-15.000000	1.387625
3.000000	-15.000000	1.291778
4.000000	-15.000000	1.143625
5.000000	-15.000000	1.262222
6.000000	-15.000000	1.037556
7.000000	-15.000000	0.914000
8.000000	-15.000000	1.218625
9.000000	-15.000000	1.322778
10.000000	-15.000000	1.352444
11.000000	-15.000000	1.638875
12.000000	-15.000000	1.559889
13.000000	-15.000000	1.184625
14.000000	-15.000000	0.872333
15.000000	-15.000000	1.218667
16.000000	-15.000000	1.284125
17.000000	-15.000000	1.765667
18.000000	-15.000000	1.621333
19.000000	-15.000000	1.473750
20.000000	-15.000000	0.931444
21.000000	-15.000000	1.211778
22.000000	-15.000000	1.669875
23.000000	-15.000000	1.292556
24.000000	-15.000000	1.703111
25.000000	-15.000000	2.180625
26.000000	-15.000000	2.163222
27.000000	-15.000000	1.995444
28.000000	-15.000000	1.633875
29.000000	-15.000000	1.208222
30.000000	-15.000000	0.829125
31.000000	-15.000000	0.807444
32.000000	-15.000000	0.888000
33.000000	-15.000000	0.597333
34.000000	-15.000000	0.696250
35.000000	-15.000000	1.317778
-35.000000	-14.000000	-0.001394
-34.000000	-14.000000	0.007857
-33.000000	-14.000000	-0.011333
-32.000000	-14.000000	-0.286444
-31.000000	-14.000000	-0.410000
-30.000000	-14.000000	0.293444
-29.000000	-14.000000	0.754875
-28.000000	-14.000000	0.805667
-27.000000	-14.000000	0.480889
-26.000000	-14.000000	0.299750
-25.000000	-14.000000	0.012222
-24.000000	-14.000000	0.130111
-23.000000	-14.000000	-0.325250
-22.000000	-14.000000	-0.380222
-21.000000	-14.000000	0.024333
-20.000000	-14.000000	0.513625
-19.000000	-14.000000	0.532333
-18.000000	-14.000000	0.324000
-17.000000	-14.000000	-0.204250
-16.000000	-14.000000	0.239556
-15.000000	-14.000000	0.657000
-14.000000	-14.000000	0.997000
-13.000000	-14.000000	0.894000
-12.000000	-14.000000	1.233333
-11.000000	-14.000000	0.799750
-10.000000	-14.000000	-0.077111
-9.000000	-14.000000	-0.370125
-8.000000	-14.000000	-0.072889
-7.000000	-14.000000	-0.098333
-6.000000	-14.000000	0.311500
-5.000000	-14.000000	0.435889
-4.000000	-14.000000	0.229111
-3.000000	-14.000000	0.023375
-2.000000	-14.000000	-0.098111
-1.000000	-14.000000	0.437444
0.000000	-14.000000	0.232500
1.000000	-14.000000	0.313333
2.000000	-14.000000	0.315000
3.000000	-14.000000	0.445250
4.000000	-14.000000	0.799333
5.000000	-14.000000	1.300444
6.000000	-14.000000	1.514625
7.000000	-14.000000	0.875000
8.000000	-14.000000	1.484333
9.000000	-14.000000	1.370875
10.000000	-14.000000	0.987667
11.000000	-14.000000	0.328000
12.000000	-14.000000	0.371000
13.000000	-14.000000	0.806222
14.000000	-14.000000	1.449667
15.000000	-14.000000	1.847625
16.000000	-14.000000	1.641556
17.000000	-14.000000	0.924333
18.000000	-14.000000	0.455000
19.000000	-14.000000	0.730000
20.000000	-14.000000	0.736500
21.000000	-14.000000	0.859333
22.000000	-14.000000	1.224889
23.000000	-14.000000	1.580125
24.000000	-14.000000	1.797000
